Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,up,direction
2021-09-19,1.08
2021-09-19,1.06
2021-09-19,1.07
2021-09-20,1.06
2021-09-20,1.05
2021-09-20,0.985115
2021-09-20,0.955804
2021-09-20,0.923169
2021-09-20,0.931396
2021-09-21,0.925852
2021-09-21,0.921952
2021-09-21,0.944683
2021-09-21,0.953835
2021-09-21,0.951406
2021-09-21,0.935959
2021-09-22,0.902972
2021-09-22,0.880964
2021-09-22,0.919855
2021-09-22,0.951212
2021-09-22,0.922343
2021-09-22,0.973548
2021-09-23,0.98793
2021-09-23,1.0
2021-09-23,1.01
2021-09-23,1.0
2021-09-23,0.977159
2021-09-23,0.981787
2021-09-24,1.0
2021-09-24,1.0
2021-09-24,0.984883
2021-09-24,0.987989
2021-09-24,0.915981
2021-09-24,0.917462
2021-09-25,0.929181
2021-09-25,0.942717
2021-09-25,0.949194
2021-09-25,0.942216
2021-09-25,0.939436
2021-09-25,0.942786
2021-09-26,0.939755
2021-09-26,0.942553
2021-09-26,0.923324
2021-09-26,0.894768
